file_name,file_name.2,file_name.1,freq,if_univariate,size,length,trend,seasonal,stationary,transition,shifting,correlation
黔西南州晴隆县中营镇新民村新民组新民滑坡.csv,,,other,False,user,966,,,,,,
黔东南州黎平县水口镇东郎村二组东郎小学滑坡.csv,,,other,False,user,966,,,,,,
遵义市新蒲新区三渡镇水洋村芭蕉塘组滑坡.csv,,,other,False,user,1367,,,,,,
遵义市习水县仙源镇大石村岔口组小堡滑坡.csv,,,other,False,user,1343,,,,,,
六盘水市水城区勺米镇梭沙村岩上组滑坡.csv,,,other,False,user,18576,,,,,,
毕节市大方县鼎新乡黑泥村偏坡组小岩口滑坡.csv,,,other,True,user,18576,,,,,,
黔东南州黄平县翁坪乡王家牌村潘家4组滑坡.csv,,,other,False,user,14595,,,,,,
安顺市普定县猫洞乡双坝村地坝组双坝滑坡.csv,,,other,False,user,18576,,,,,,
黔西南州晴隆县安谷乡四合村打坝河组打坝河滑坡.csv,,,other,False,user,1333,,,,,,
铜仁市万山区敖寨乡两河口村廖家组2#滑坡.csv,,,other,False,user,1212,,,,,,
毕节市七星关区燕子口镇雄峰村丫口组滑坡.csv,,,other,False,user,1234,,,,,,
毕节市威宁县金钟镇新营村炭山组刘家花墙滑坡.csv,,,other,False,user,18576,,,,,,
遵义市习水县坭坝乡飞龙山村一组方家河滑坡.csv,,,other,False,user,1111,,,,,,
黔东南州从江县加鸠镇加翁村七组滑坡.csv,,,other,False,user,1401,,,,,,
铜仁市玉屏县皂角坪街道铁家溪村苦李坳组滑坡.csv,,,other,False,user,966,,,,,,
遵义市习水县民化镇长春村火石土组坟湾滑坡.csv,,,other,False,user,1344,,,,,,
黔东南州雷山县方祥乡格头村格头组滑坡.csv,,,other,False,user,966,,,,,,
遵义市正安县桴焉镇五汇村大沟组茅草房滑坡.csv,,,other,False,user,18576,,,,,,
遵义市习水县坭坝乡大河沟村一组新瓦房滑坡.csv,,,other,False,user,1432,,,,,,
黔西南州望谟县边饶镇喜座村纳沙组滑坡.csv,,,other,False,user,1376,,,,,,
铜仁市玉屏县新店镇大湾村团田组滑坡.csv,,,other,False,user,1212,,,,,,
黔西南州普安县盘水街道高兴村吴家岩组吴家岩滑坡.csv,,,other,False,user,18576,,,,,,
遵义市绥阳县小关乡青杠林村沟以头组滑坡.csv,,,other,True,user,4786,,,,,,
